Time, Seats Used, Seats Taken, Delta_Time, Increment_Used, Increment_Reserved
162.4171,6,11,0,0,0
163.5267,6,12,1.109558,6.657349,13.3147
164.5267,7,11,1,7,11
164.5267,6,11,0,0,0
164.5267,6,11,0,0,0
164.5267,5,11,0,0,0
164.6021,5,11,0.07536316,0.3768158,0.8289948
165.0832,6,10,0.4811401,2.886841,4.811401
165.6021,7,9,0.5188599,3.632019,4.669739
165.6021,6,9,0,0,0
165.6021,6,9,0,0,0
165.6021,5,9,0,0,0
166.0832,5,9,0.4811401,2.405701,4.330261
166.0832,4,9,0,0,0
166.0832,4,9,0,0,0
166.0832,3,9,0,0,0
166.3196,3,9,0.2364044,0.7092133,2.12764
167.3196,4,8,1,4,8
167.3196,3,8,0,0,0
167.8124,3,8,0.4928131,1.478439,3.942505
168.8124,4,7,1,4,7
168.8124,3,7,0,0,0
168.8124,3,7,0,0,0
168.8124,2,7,0,0,0
168.8878,2,7,0.0753479,0.1506958,0.5274353
169.4737,3,6,0.585907,1.757721,3.515442
170.8189,4,5,1.3452,5.380798,6.725998
170.9886,5,4,0.169693,0.848465,0.678772
171.8189,6,3,0.830307,4.981842,2.490921
171.8189,5,3,0,0,0
171.8189,5,3,0,0,0
171.8189,4,3,0,0,0
171.8189,4,3,0,0,0
171.8189,3,3,0,0,0
172.0981,3,3,0.2792511,0.8377533,0.8377533
172.2474,4,2,0.1493225,0.59729,0.298645
172.2474,4,3,0,0,0
172.4171,4,4,0.169693,0.678772,0.678772
173.0981,4,5,0.6809845,2.723938,3.404922
173.0981,3,5,0,0,0
173.0981,3,5,0,0,0
173.0981,2,5,0,0,0
173.5267,2,5,0.4285736,0.8571472,2.142868
176.5118,2,6,2.985077,5.970154,17.91046
177.5118,3,5,1,3,5
177.5118,2,5,0,0,0
177.5118,2,5,0,0,0
177.5118,1,5,0,0,0
177.9617,1,5,0.4499512,0.4499512,2.249756
178.846,2,4,0.8842926,1.768585,3.53717
179.56,3,3,0.713974,2.141922,2.141922
179.846,4,2,0.286026,1.144104,0.572052
179.846,3,2,0,0,0
179.846,3,2,0,0,0
179.846,2,2,0,0,0
179.8678,2,2,0.02178955,0.0435791,0.0435791
179.8678,2,3,0,0,0
179.8678,2,4,0,0,0
180.56,2,5,0.6921844,1.384369,3.460922
180.56,1,5,0,0,0
180.6695,1,5,0.1095581,0.1095581,0.5477905
181.0535,2,4,0.3839722,0.7679443,1.535889
181.6695,2,5,0.6160278,1.232056,3.080139
181.6695,1,5,0,0,0
182.2474,1,5,0.5778961,0.5778961,2.889481
183.5267,1,6,1.279251,1.279251,7.675507
183.5267,1,7,0,0,0
186.2469,1,8,2.720261,2.720261,21.76208
186.7678,1,9,0.5208435,0.5208435,4.687592
187.7678,2,8,1,2,8
187.7678,1,8,0,0,0
187.9617,1,8,0.193924,0.193924,1.551392
188.4392,2,7,0.4775085,0.9550171,3.34256
188.9617,3,6,0.5224915,1.567474,3.134949
188.9617,2,6,0,0,0
189.1722,2,6,0.2105103,0.4210205,1.263062
190.1722,3,5,1,3,5
190.1722,2,5,0,0,0
190.1722,2,5,0,0,0
190.1722,1,5,0,0,0
190.6695,1,5,0.4973145,0.4973145,2.486572
190.9886,2,4,0.3190155,0.638031,1.276062
192.713,3,3,1.724457,5.17337,5.17337
193.5436,3,4,0.8305511,2.491653,3.322205
194.1785,3,5,0.6349335,1.9048,3.174667
194.1785,3,6,0,0,0
194.1785,3,7,0,0,0
194.8184,3,8,0.6398773,1.919632,5.119019
194.8865,4,7,0.06813049,0.272522,0.4769135
194.8865,5,6,0,0,0
194.8865,5,7,0,0,0
194.8865,5,8,0,0,0
195.8184,5,9,0.9318695,4.659348,8.386826
195.8184,4,9,0,0,0
195.8865,4,9,0.06813049,0.272522,0.6131744
195.8865,3,9,0,0,0
195.8865,3,9,0,0,0
195.8865,2,9,0,0,0
196.2469,2,9,0.3604431,0.7208862,3.243988
196.2469,2,10,0,0,0
199.8559,2,11,3.608917,7.217834,39.69809
200.6864,3,10,0.8305511,2.491653,8.305511
200.8559,4,9,0.1694489,0.6777954,1.52504
200.8559,3,9,0,0,0
200.9886,3,9,0.1326904,0.3980713,1.194214
201.3214,4,8,0.3327942,1.331177,2.662354
201.6864,5,7,0.3650665,1.825333,2.555466
201.6864,4,7,0,0,0
201.9886,4,7,0.3021393,1.208557,2.114975
201.9886,3,7,0,0,0
201.9886,3,7,0,0,0
201.9886,2,7,0,0,0
201.9886,2,7,0,0,0
201.9886,1,7,0,0,0
201.9902,1,7,0.001617432,0.001617432,0.01132202
201.9902,1,8,0,0,0
201.9902,1,9,0,0,0
201.9902,1,10,0,0,0
202.4171,1,11,0.4269562,0.4269562,4.696518
203.4579,1,12,1.040802,1.040802,12.48962
204.7951,2,11,1.337204,2.674408,14.70924
204.7951,2,12,0,0,0
